ID,FormRE,Area,Height,Width,Direction,RoadInFront,Juridical,NumOfBed,Terrace,CarParking,DinningRoom,Kitchen,Price
17272,"Nhà, ngõ, hẻm",176.0,13.0,4.0,_,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,5650000000.0
17273,"Biệt thự, nhà liền kề",90.0,,8.5,_,12.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,10800000000.0
17274,"Nhà mặt phố, nhà mặt tiền",105.0,,11.2,_,40.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,21500000000.0
17275,"Nhà, ngõ, hẻm",81.0,,6.0,_,8.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,7000000000.0
17276,"Nhà mặt phố, nhà mặt tiền",113.0,,4.0,Bắc,20.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6500000000.0
17277,"Nhà, ngõ, hẻm",86.0,21.0,4.1,Tây Bắc,10.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,3000000000.0
17278,"Nhà, ngõ, hẻm",125.0,25.0,5.0,Tây,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,3200000000.0
17279,"Đất thổ cư, đất ở",148.0,21.0,6.0,Tây Nam,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3200000000.0
17280,"Đất thổ cư, đất ở",189.0,27.0,7.0,Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1420000000.0
17281,"Đất nông, công, lâm nghiệp",2.366,49.0,51.0,Bắc,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3800000000.0
17282,"Nhà mặt phố, nhà mặt tiền",112.0,25.0,4.5,Đông,18.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6800000000.0
17283,"Nhà mặt phố, nhà mặt tiền",160.0,20.0,8.0,Đông Nam,18.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,17000000000.0
17284,"Đất thổ cư, đất ở",1.045,40.0,25.0,Tây,5.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2520000000.0
17285,"Nhà mặt phố, nhà mặt tiền",68.0,17.0,4.0,Tây Bắc,16.0,,3.0,True,True,True,True,4700000000.0
17286,"Đất thổ cư, đất ở",153.0,18.0,8.5,Tây,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,4100000000.0
17287,"Đất thổ cư, đất ở",76.0,17.0,5.0,Tây Nam,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1620000000.0
17288,"Đất thổ cư, đất ở",80.0,18.0,5.0,Tây Nam,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1500000000.0
17289,"Đất thổ cư, đất ở",110.0,15.0,7.5,Bắc,9.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2950000000.0
17290,"Đất thổ cư, đất ở",131.0,20.0,6.4,Đông,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2600000000.0
17291,"Đất thổ cư, đất ở",175.0,20.0,9.0,Bắc,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,4500000000.0
17292,"Đất thổ cư, đất ở",69.0,13.6,5.04,Đông Nam,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,9961000000.0
17293,"Biệt thự, nhà liền kề",200.0,20.0,10.0,Tây Bắc,13.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,20000000000.0
17294,"Đất thổ cư, đất ở",60.0,15.0,4.0,Tây Bắc,13.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,5040000000.0
17295,"Đất thổ cư, đất ở",40.0,10.0,4.0,Tây Nam,2.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2100000000.0
17296,"Đất thổ cư, đất ở",203.0,32.0,6.45,Tây Nam,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,13600000000.0
17297,"Đất thổ cư, đất ở",78.0,12.0,6.5,Tây,22.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,15000000000.0
17298,"Biệt thự, nhà liền kề",192.0,16.0,12.0,Tây Bắc,13.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,28000000000.0
17299,"Đất thổ cư, đất ở",30.0,7.0,4.19,Đông Bắc,2.5,Sổ hồng/ Sổ đỏ,,True,True,True,True,3000000000.0
17300,"Đất thổ cư, đất ở",30.0,10.0,3.0,Bắc,9.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2200000000.0
17301,"Đất thổ cư, đất ở",50.0,10.0,5.0,Đông,13.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,6400000000.0
17302,"Nhà, ngõ, hẻm",35.0,,4.6,_,4.0,,4.0,True,True,True,True,3500000000.0
17303,"Nhà, ngõ, hẻm",42.0,,5.0,_,2.5,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,4500000000.0
17304,"Nhà, ngõ, hẻm",32.0,,3.5,_,2.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3600000000.0
17305,"Nhà, ngõ, hẻm",35.0,,3.5,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,3100000000.0
17306,"Nhà, ngõ, hẻm",45.0,,3.6,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,3600000000.0
17307,"Nhà, ngõ, hẻm",34.0,,4.2,_,2.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3750000000.0
17308,"Nhà, ngõ, hẻm",33.0,10.0,3.3,_,1.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,3500000000.0
17309,"Đất nông, công, lâm nghiệp",2.0,84.0,48.21,_,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1200000000.0
17310,"Đất nông, công, lâm nghiệp",500.0,50.0,10.0,_,3.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,350000000.0
17311,"Đất thổ cư, đất ở",200.0,20.0,10.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1600000000.0
17312,"Nhà mặt phố, nhà mặt tiền",60.0,12.0,5.0,_,10.0,,4.0,True,True,True,True,12850000000.0
17313,"Đất thổ cư, đất ở",98.0,19.0,5.0,_,6.0,,1.0,True,True,True,True,1500000000.0
17314,"Phòng trọ, nhà trọ",54.0,11.0,4.8,_,3.0,Sổ hồng/ Sổ đỏ,12.0,True,True,True,True,6700000000.0
17315,"Nhà, ngõ, hẻm",52.0,13.0,4.0,Đông Nam,8.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6000000000.0
17316,"Đất thổ cư, đất ở",80.0,16.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3300000000.0
17317,"Đất thổ cư, đất ở",528.0,44.0,12.0,_,1.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,2100000000.0
17318,"Đất thổ cư, đất ở",64.0,18.0,6.0,Đông,3.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1450000000.0
17319,"Đất nền, đất liền kề, đất dự án",100.0,20.0,5.0,Nam,13.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2100000000.0
17320,"Đất nền, đất liền kề, đất dự án",80.0,20.0,4.0,Đông Nam,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1670000000.0
17321,"Nhà mặt phố, nhà mặt tiền",68.0,17.0,4.0,_,30.0,Giấy tờ hợp lệ,6.0,True,True,True,True,31000000000.0
17322,"Đất nông, công, lâm nghiệp",853.0,65.0,15.0,_,2.5,Giấy tờ hợp lệ,,True,True,True,True,1200000000.0
17323,"Nhà, ngõ, hẻm",32.0,10.0,3.2,_,2.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2350000000.0
17324,"Đất thổ cư, đất ở",40.0,10.0,4.0,_,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,3300000000.0
17325,"Đất thổ cư, đất ở",185.0,20.0,10.0,_,4.0,,,True,True,True,True,10100000000.0
17326,"Nhà, ngõ, hẻm",48.0,12.0,4.0,_,4.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,7300000000.0
17327,"Nhà, ngõ, hẻm",100.0,20.0,5.0,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,9700000000.0
17328,"Đất thổ cư, đất ở",800.0,32.0,25.0,_,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1300000000.0
17329,"Đất thổ cư, đất ở",724.0,29.0,25.0,_,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,950000000.0
17330,"Đất thổ cư, đất ở",500.0,34.0,15.0,_,12.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,2800000000.0
17331,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17332,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17333,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3300000000.0
17334,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3300000000.0
17335,"Biệt thự, nhà liền kề",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17336,"Nhà, ngõ, hẻm",68.0,17.0,4.0,_,5.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,5600000000.0
17337,"Nhà, ngõ, hẻm",48.0,12.0,4.0,_,4.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,4700000000.0
17338,"Nhà mặt phố, nhà mặt tiền",83.0,19.0,4.4,_,8.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,12000000000.0
17339,"Đất thổ cư, đất ở",104.0,20.0,5.0,_,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,600000000.0
17340,"Biệt thự, nhà liền kề",80.0,16.0,5.0,_,10.0,,3.0,True,True,True,True,3300000000.0
17341,"Nhà, ngõ, hẻm",55.0,,55.0,_,4.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,4400000000.0
17342,"Nhà, ngõ, hẻm",58.0,,4.2,_,4.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,4700000000.0
17343,"Nhà mặt phố, nhà mặt tiền",79.0,,4.5,_,50.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,30000000000.0
17344,"Biệt thự, nhà liền kề",200.0,,10.0,_,15.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,20000000000.0
17345,"Nhà mặt phố, nhà mặt tiền",650.0,26.0,25.0,_,20.0,,,True,True,True,True,129000000000.0
17346,"Nhà, ngõ, hẻm",36.0,10.0,3.6,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3100000000.0
17347,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17348,"Nhà, ngõ, hẻm",40.0,11.43,3.5,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17349,"Nhà, ngõ, hẻm",34.0,10.0,3.4,_,2.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3200000000.0
17350,"Đất thổ cư, đất ở",80.0,20.0,4.0,Tây,20.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,7200000000.0
17351,"Nhà, ngõ, hẻm",40.0,,3.5,Đông Nam,2.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,5200000000.0
17352,"Nhà mặt phố, nhà mặt tiền",40.0,,3.4,Đông Nam,12.0,,6.0,True,True,True,True,16900000000.0
17353,"Nhà, ngõ, hẻm",68.0,17.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,4500000000.0
17354,"Đất thổ cư, đất ở",186.0,25.0,7.0,Đông Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,700000000.0
17355,"Đất thổ cư, đất ở",110.0,22.0,5.0,Đông Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,450000000.0
17356,"Đất thổ cư, đất ở",140.0,28.0,5.0,_,4.0,,,True,True,True,True,730000000.0
17357,"Đất thổ cư, đất ở",186.0,31.0,6.0,Tây Nam,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,800000000.0
17358,"Nhà mặt phố, nhà mặt tiền",132.0,33.0,4.0,_,30.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,31000000000.0
17359,"Nhà mặt phố, nhà mặt tiền",1.4,20.0,8.0,_,30.0,Sổ hồng/ Sổ đỏ,9.0,True,True,True,True,95000000000.0
17360,"Nhà mặt phố, nhà mặt tiền",244.0,21.0,5.0,Đông,30.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,46000000000.0
17361,"Nhà mặt phố, nhà mặt tiền",80.0,18.0,4.5,_,30.0,,7.0,True,True,True,True,27000000000.0
17362,"Nhà mặt phố, nhà mặt tiền",108.0,18.0,6.0,_,30.0,,4.0,True,True,True,True,26000000000.0
17363,"Đất thổ cư, đất ở",300.0,31.12,10.0,Đông Bắc,7.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1350000000.0
17364,"Nhà mặt phố, nhà mặt tiền",114.0,,4.5,_,20.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,24000000000.0
17365,"Nhà, ngõ, hẻm",128.0,22.0,6.2,_,7.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,8380000000.0
17366,"Nhà mặt phố, nhà mặt tiền",40.0,11.0,3.7,Nam,4.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,11300000000.0
17367,"Nhà mặt phố, nhà mặt tiền",32.0,18.0,2.0,Bắc,10.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,2990000000.0
17368,"Nhà mặt phố, nhà mặt tiền",211.0,25.0,7.0,_,20.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,9100000000.0
17369,"Nhà mặt phố, nhà mặt tiền",3.5,100.0,40.0,_,30.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,135000000000.0
17370,"Nhà mặt phố, nhà mặt tiền",1.0,25.0,9.6,_,20.0,Sổ hồng/ Sổ đỏ,12.0,True,True,True,True,40000000000.0
17371,"Căn hộ, chung cư",72.0,18.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,10.0,True,True,True,True,12700000000.0
17372,"Nhà mặt phố, nhà mặt tiền",52.0,13.0,4.0,_,4.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,9000000000.0
17373,"Nhà mặt phố, nhà mặt tiền",52.0,13.0,4.0,_,9.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,15000000000.0
17374,"Nhà, ngõ, hẻm",52.0,15.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6200000000.0
17375,"Nhà, ngõ, hẻm",36.0,9.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,3150000000.0
17376,"Nhà mặt phố, nhà mặt tiền",54.0,11.0,5.0,_,5.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,16200000000.0
17377,"Nhà mặt phố, nhà mặt tiền",416.0,33.0,12.0,_,8.0,Sổ hồng/ Sổ đỏ,9.0,True,True,True,True,18200000000.0
17378,"Nhà, ngõ, hẻm",60.0,14.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,5400000000.0
17379,"Biệt thự, nhà liền kề",300.0,30.0,10.0,_,8.0,Sổ hồng/ Sổ đỏ,8.0,True,True,True,True,38000000000.0
17380,"Đất thổ cư, đất ở",110.0,22.0,5.0,Tây,8.0,Giấy tờ hợp lệ,,True,True,True,True,550000000.0
17381,"Đất thổ cư, đất ở",120.0,24.0,5.0,Tây,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,700000000.0
17382,"Nhà mặt phố, nhà mặt tiền",100.0,20.0,5.0,_,25.0,,5.0,True,True,True,True,30000000000.0
17383,"Nhà mặt phố, nhà mặt tiền",95.0,20.0,5.0,_,30.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,40000000000.0
17384,"Đất thổ cư, đất ở",596.0,60.0,15.0,_,20.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,150000000000.0
17385,"Nhà, ngõ, hẻm",145.0,,10.0,_,10.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,34400000000.0
17386,"Nhà mặt phố, nhà mặt tiền",90.0,,5.0,_,20.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,26000000000.0
17387,"Nhà mặt phố, nhà mặt tiền",80.0,,5.2,_,20.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,23000000000.0
17388,"Nhà mặt phố, nhà mặt tiền",70.0,15.0,4.5,_,30.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,15000000000.0
17389,"Nhà mặt phố, nhà mặt tiền",78.0,13.0,6.0,_,13.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,3400000000.0
17390,"Nhà mặt phố, nhà mặt tiền",101.0,,8.0,_,20.0,,6.0,True,True,True,True,33000000000.0
17391,"Nhà, ngõ, hẻm",115.0,,9.0,_,8.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,25000000000.0
17392,"Nhà mặt phố, nhà mặt tiền",160.0,22.0,7.3,_,20.0,,6.0,True,True,True,True,51000000000.0
17393,"Nhà, ngõ, hẻm",68.0,,4.0,Tây Nam,5.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,12800000000.0
17394,"Nhà, ngõ, hẻm",51.0,13.0,4.1,Nam,5.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,10500000000.0
17395,"Nhà, ngõ, hẻm",61.0,15.0,4.0,Nam,5.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,10600000000.0
17396,"Đất nông, công, lâm nghiệp",500.0,25.0,20.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,900000000.0
17397,"Đất nông, công, lâm nghiệp",411.0,25.0,20.0,_,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1250000000.0
17398,"Nhà, ngõ, hẻm",70.0,12.0,6.0,Đông Bắc,6.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,12950000000.0
17399,"Nhà, ngõ, hẻm",57.0,12.0,5.0,Đông Nam,6.0,,6.0,True,True,True,True,13700000000.0
17400,"Nhà mặt phố, nhà mặt tiền",85.0,15.0,6.0,Đông Nam,8.0,Sổ hồng/ Sổ đỏ,13.0,True,True,True,True,24500000000.0
17401,"Phòng trọ, nhà trọ",126.0,15.0,7.1,_,5.0,Sổ hồng/ Sổ đỏ,26.0,True,True,True,True,30500000000.0
17402,"Nhà mặt phố, nhà mặt tiền",100.0,,5.0,_,12.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6800000000.0
17403,"Nhà mặt phố, nhà mặt tiền",50.0,,5.0,_,16.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,5200000000.0
17404,"Căn hộ, chung cư",35.0,9.0,4.0,Đông Bắc,10.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,500000000.0
17405,"Nhà, ngõ, hẻm",41.0,10.0,4.1,_,2.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,3550000000.0
17406,"Đất thổ cư, đất ở",56.0,12.0,4.5,_,2.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,3000000000.0
17407,"Đất thổ cư, đất ở",205.0,40.0,5.0,_,8.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,373000000.0
17408,"Nhà, ngõ, hẻm",50.0,11.0,4.5,Đông Nam,3.0,Sổ hồng/ Sổ đỏ,8.0,True,True,True,True,5700000000.0
17409,"Đất nền, đất liền kề, đất dự án",74.0,10.0,7.35,_,14.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,5200000000.0
17410,"Đất nền, đất liền kề, đất dự án",1.1,68.0,15.0,Nam,5.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,481000000.0
17411,"Đất thổ cư, đất ở",150.0,25.0,6.0,Tây Bắc,13.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1950000000.0
17412,"Đất thổ cư, đất ở",170.0,30.0,6.0,_,7.0,,,True,True,True,True,680000000.0
17413,"Nhà mặt phố, nhà mặt tiền",133.0,11.0,12.0,_,20.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,68000000000.0
17414,"Nhà mặt phố, nhà mặt tiền",117.0,21.0,5.3,_,20.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,39500000000.0
17415,"Nhà, ngõ, hẻm",43.0,10.0,4.2,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3790000000.0
17416,"Nhà, ngõ, hẻm",55.0,11.0,4.5,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,4050000000.0
17417,"Nhà, ngõ, hẻm",50.0,12.0,3.8,_,6.0,,4.0,True,True,True,True,4100000000.0
17418,"Nhà, ngõ, hẻm",35.0,10.0,3.5,_,6.0,,4.0,True,True,True,True,2900000000.0
17419,"Đất thổ cư, đất ở",150.0,25.0,6.0,Tây Bắc,4.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,720000000.0
17420,"Nhà, ngõ, hẻm",71.0,14.0,6.0,Đông,6.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,6500000000.0
17421,"Nhà, ngõ, hẻm",140.0,22.0,5.0,_,6.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,14000000000.0
17422,"Nhà mặt phố, nhà mặt tiền",243.0,18.0,8.0,_,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,14900000000.0
17423,"Đất thổ cư, đất ở",110.0,20.0,5.5,_,6.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1200000000.0
17424,"Nhà, ngõ, hẻm",70.0,,5.5,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,5500000000.0
17425,"Đất thổ cư, đất ở",131.0,,9.5,Tây,3.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1900000000.0
17426,"Đất thổ cư, đất ở",60.0,,5.0,_,3.0,Giấy tờ hợp lệ,,True,True,True,True,490000000.0
17427,"Đất thổ cư, đất ở",150.0,,6.0,Bắc,18.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,4650000000.0
17428,"Đất thổ cư, đất ở",100.0,,5.0,Bắc,10.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,1850000000.0
17429,"Nhà mặt phố, nhà mặt tiền",268.0,35.0,7.65,Tây Bắc,20.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,33500000000.0
17430,"Nhà, ngõ, hẻm",100.0,10.0,10.0,Tây Nam,6.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6900000000.0
17431,"Nhà, ngõ, hẻm",45.0,11.0,4.1,_,5.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,4390000000.0
17432,"Nhà, ngõ, hẻm",115.0,26.0,4.4,_,3.5,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,700000000.0
17433,"Đất thổ cư, đất ở",110.0,22.0,5.0,_,2.0,Sổ hồng/ Sổ đỏ,,True,True,True,True,450000000.0
17434,"Nhà, ngõ, hẻm",68.0,15.2,4.5,Nam,4.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,4000000000.0
17435,"Nhà, ngõ, hẻm",116.0,17.0,7.0,_,3.5,Sổ hồng/ Sổ đỏ,14.0,True,True,True,True,9000000000.0
17436,"Nhà, ngõ, hẻm",249.0,20.0,12.0,_,5.0,Sổ hồng/ Sổ đỏ,14.0,True,True,True,True,26000000000.0
17437,"Nhà mặt phố, nhà mặt tiền",72.0,15.0,4.7,_,15.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,15000000000.0
17438,"Đất thổ cư, đất ở",100.0,22.0,5.0,_,20.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,3500000000.0
17439,"Đất thổ cư, đất ở",305.0,20.0,15.0,_,2.6,,,True,True,True,True,485000000.0
17440,"Nhà, ngõ, hẻm",80.0,16.0,5.0,_,15.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,28500000000.0
17441,"Nhà, ngõ, hẻm",50.0,10.0,5.0,_,15.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,28000000000.0
17442,"Nhà mặt phố, nhà mặt tiền",40.0,8.0,5.0,_,15.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,26000000000.0
17443,"Nhà mặt phố, nhà mặt tiền",75.0,18.0,4.0,_,5.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,14000000000.0
17444,"Nhà, ngõ, hẻm",75.0,15.0,5.0,_,10.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,11500000000.0
17445,"Nhà mặt phố, nhà mặt tiền",50.0,12.0,4.0,_,3.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,12600000000.0
17446,"Nhà, ngõ, hẻm",75.0,,6.0,_,4.0,Sổ hồng/ Sổ đỏ,6.0,True,True,True,True,13900000000.0
17447,"Nhà, ngõ, hẻm",56.0,14.0,4.0,_,5.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,7200000000.0
17448,"Nhà, ngõ, hẻm",49.0,15.0,3.3,_,3.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,5500000000.0
17449,"Đất nền, đất liền kề, đất dự án",75.0,17.0,5.0,_,20.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,12500000000.0
17450,"Nhà mặt phố, nhà mặt tiền",110.0,,4.0,_,6.0,Sổ hồng/ Sổ đỏ,1.0,True,True,True,True,13500000000.0
17451,"Nhà, ngõ, hẻm",70.0,,3.6,_,4.5,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,6460000000.0
17452,"Nhà, ngõ, hẻm",34.0,,3.2,_,3.0,Sổ hồng/ Sổ đỏ,4.0,True,True,True,True,3750000000.0
17453,"Nhà, ngõ, hẻm",30.0,,3.0,_,3.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,2830000000.0
17454,"Nhà, ngõ, hẻm",35.0,,3.7,_,2.5,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,3250000000.0
17455,"Nhà, ngõ, hẻm",40.0,,5.35,_,4.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,4700000000.0
17456,"Nhà, ngõ, hẻm",52.0,14.0,4.0,_,5.0,Sổ hồng/ Sổ đỏ,3.0,True,True,True,True,4650000000.0
17457,"Nhà, ngõ, hẻm",80.0,16.0,5.0,Đông Nam,4.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,3600000000.0
17458,"Nhà, ngõ, hẻm",48.0,12.0,4.0,Đông Bắc,3.0,Sổ hồng/ Sổ đỏ,2.0,True,True,True,True,2250000000.0
17459,"Đất thổ cư, đất ở",60.0,,3.5,_,68.0,Giấy tờ hợp lệ,3.0,True,True,True,True,15600000000.0
17460,"Đất thổ cư, đất ở",1.0,29.0,37.0,_,5.0,,,True,True,True,True,5000000000.0
17461,"Đất thổ cư, đất ở",72.0,18.0,4.0,_,4.0,,,True,True,True,True,750000000.0
17462,"Nhà, ngõ, hẻm",58.0,,4.2,_,8.0,Sổ hồng/ Sổ đỏ,5.0,True,True,True,True,6500000000.0
